cagr,max_drawdown,sharpe,calmar,turnover,trade_count,average_holding_days,schedule_sha256,reproduced
0.11637515674509435,-0.1835123629273243,1.0911190824439392,0.634154314666974,11.7903772735987,575.0,2091.417391304348,f7bf398d7f8a016933cbe287bfa1cac98b3cccf175d40ef99092b95db1227e47,False
