series,cagr,max_drawdown,sharpe,calmar,worst_year,turnover,trade_count,average_holding_days,target_change_months,annualized_target_change_months
S3B_V1,0.05819916275302739,-0.2782898231290243,0.46219734874198015,0.209131480622072,-0.06430475595698204,12.290909090909091,84.0,224.10714285714283,14.0,1.7322154471544713
UNGATED_SECTOR_BASKET,0.08457366241500908,-0.3634688347735936,0.5139277161473202,0.2326847705325008,-0.17160928397405084,1.290909090909091,29.0,1473.103448275862,3.0,0.37118902439024387
510300,0.05605961565019091,-0.42155347080635786,0.38669738275386945,0.1329834043186946,-0.20137905844585668,1.0,1.0,2952.0,1.0,0.12372967479674796
