engine,total_return,cagr,max_drawdown,sharpe,transaction_cost,native_order_count,native_failed_order_events,cash_failure_events,volume_limited_events,trade_count,ending_cash,minimum_cash,average_cash_ratio,turnover,vectorbt_total_return,vectorbt_cagr,vectorbt_max_drawdown,vectorbt_sharpe,mean_total_absolute_weight_deviation,maximum_total_absolute_weight_deviation,material_deviation_threshold
RQAlpha,1.66723377,0.07873455,-0.22454678,0.44697492,68524.13243646,595,42,34,8,594,2082.66962254,245.79390000,0.06219019,22.30350847,1.34505855,0.06555207,-0.26181326,0.64698936,0.14359710,2.00000000,0.05000000
