cagr,max_drawdown,sharpe,calmar,turnover,trade_count,average_holding_days,schedule_sha256
0.08854029992328205,-0.10562806219429322,1.1576522450838684,0.8382270590216852,8.779016629365112,285.0,2376.501754385965,0ff425706be648c7588edb68d6499cd2fa7868ca576d24be988c8296236c1ebd
