series,cagr,max_drawdown,sharpe,calmar,turnover,trade_count,average_holding_days,worst_year,target_change_count,annualized_target_change_count
S27A_TREND_INVERSE_VOL_V1,0.0778665897002686,-0.12503389620032823,1.0150327702217914,0.6227638429783187,23.693984973656356,503.0,459.8111332007952,-0.051673075184175965,171.0,12.001873558800922
S2_V2B_COMPARATOR_REPRODUCTION_ONLY,0.06164606195497546,-0.2618132583623375,0.6279020894916558,0.2354581366145337,25.50119047619047,379.0,292.7282321899736,-0.1640949936135515,103.0,7.229198693312836
