total_return,cagr,max_drawdown,sharpe,transaction_cost,native_order_count,native_failed_order_events,cash_failure_events,cash_rejection_events,cash_residual_cancellation_events,volume_limited_events,trade_count,ending_cash,minimum_cash,average_cash_ratio,turnover,frozen_target_count,frozen_target_sha256,all_frozen_dates_processed,extra_replayed_dates,average_execution_date_total_absolute_weight_deviation,maximum_execution_date_total_absolute_weight_deviation,materially_off_target_execution_dates,vectorbt_cagr,vectorbt_max_drawdown,vectorbt_sharpe,vectorbt_calmar,vectorbt_turnover,months_scale_lt_1,average_frozen_scale,average_implemented_risky_exposure,average_implemented_bond_exposure
2.1428514493244006,0.09249603272191353,-0.10448263416226791,0.721279321820283,33804.612575600004,534.0,19.0,18.0,1.0,17.0,0.0,532.0,228.44932440045523,0.9305,0.0028298443892123652,9.825654074523387,161.0,0ff425706be648c7588edb68d6499cd2fa7868ca576d24be988c8296236c1ebd,True,0,0.006238527913794334,0.09972318314899228,1,0.08854029992328205,-0.10562806219429322,1.1576522450838684,0.8382270590216852,8.779016629365112,47,0.8794455785836262,0.6595841839377197,0.34041581606228044
