trend_window,vol_window,series,cagr,max_drawdown,sharpe,calmar,turnover,trade_count,average_holding_days,worst_year,target_change_count,annualized_target_change_count
160,60,S27A,0.07604355465101986,-0.11854874557479023,1.0158663111674608,0.6414538954614697,27.201586217445858,527.0,402.7362428842505,-0.05972817776254902,171.0,12.001873558800922
180,60,S27A,0.0781617209913057,-0.12503389620032812,1.0292681043833551,0.6251242532351046,24.70691699934806,496.0,388.71370967741933,-0.056826808791733296,171.0,12.001873558800922
200,60,S27A,0.0778665897002686,-0.12503389620032823,1.0150327702217914,0.6227638429783187,23.693984973656356,503.0,459.8111332007952,-0.051673075184175965,171.0,12.001873558800922
220,60,S27A,0.07966895679722863,-0.12503389620032812,1.0309773547489016,0.6371788708366233,22.923393327491937,500.0,488.644,-0.04989579754005602,171.0,12.001873558800922
240,60,S27A,0.07850837468968797,-0.12503389620032812,1.01674494591106,0.6278967310104661,22.715510094321374,498.0,421.8493975903615,-0.05810286396912545,171.0,12.001873558800922
200,40,S27A,0.07780398959404478,-0.1304713518740187,1.0188875288013879,0.5963300638531838,25.12409433778307,497.0,455.18511066398395,-0.05209164046052883,171.0,12.001873558800922
200,80,S27A,0.07584181044198557,-0.1295250095472269,0.9849408374887213,0.5855379644989135,22.91445682497191,499.0,453.63126252505015,-0.05180814861797689,171.0,12.001873558800922
