series,cagr,max_drawdown,sharpe,calmar,turnover,trade_count,average_holding_days,worst_year,target_change_count,annualized_target_change_count,corrected_inception,coverage,decision
S4C_PIT_CORRECTED,0.1163753501739464,-0.18351196288598648,1.0911209093079228,0.634156751111909,11.79026465782429,575.0,2091.417391304348,-0.08073262482462029,161.0,12.001071428571429,2013-04-01,0.9254658385093167,RESTORE_S4C_ROBUSTNESS_ELIGIBILITY
