series,cagr,max_drawdown,sharpe,calmar,turnover,trade_count,average_holding_days,worst_year,target_change_months,annualized_target_change_months
S3C_V1,0.048853055876091345,-0.2604509404951274,0.4701228179096961,0.1875710480569576,14.000000000000004,277.0,250.14079422382673,-0.07425462415135886,72.0,8.908536585365853
UNGATED_FIXED_SLEEVE_BASKET,0.0739534491711018,-0.3634680551395343,0.4907705022642181,0.20346615919990904,1.2727272727272727,25.0,1457.36,-0.1716038612938956,3.0,0.37118902439024387
510300,0.05605961565019091,-0.42155347080635786,0.38669738275386945,0.1329834043186946,1.0,1.0,2952.0,-0.20137905844585668,1.0,0.12372967479674796
