series,cagr,max_drawdown,sharpe,calmar,turnover,trade_count,average_holding_days,worst_year,target_change_count,annualized_target_change_count
S10A_UNLEVERED_VOL_TARGETING_V1,0.08304493980402072,-0.10562806219429322,1.121756354965468,0.7862014892526108,8.779016629365112,285.0,2376.501754385965,-0.051064669993827194,171.0,12.001873558800922
MONTHLY_STATIC_25_25_25_25,0.0842126278849713,-0.1330006671442432,1.0067705574390506,0.6331744771899542,1.0,292.0,2469.3664383561645,-0.054253431733317536,171.0,12.001873558800922
