engine,rqalpha_version,partial_fill_on_insufficient_cash,total_return,cagr,max_drawdown,sharpe,transaction_cost,native_order_count,native_failed_order_events,cash_failure_events,cash_rejection_events,cash_residual_cancellation_events,volume_limited_events,trade_count,ending_cash,minimum_cash,average_cash_ratio,turnover,vectorbt_total_return,vectorbt_cagr,vectorbt_max_drawdown,vectorbt_sharpe,mean_total_absolute_weight_deviation,maximum_total_absolute_weight_deviation,material_deviation_threshold,material_execution_dates,material_review_months,cash_above_material_threshold_review_months
RQAlpha,6.3.0,True,1.36740698,0.06884268,-0.25411147,0.34177561,64843.52757197,630,37,32,0,32,5,630,7600.98200003,2.10250000,0.00460779,22.90079366,1.34505855,0.06555207,-0.26181326,0.64698936,0.03249196,0.48568816,0.05000000,5,39,2
