cost_bps,series,cagr,max_drawdown,sharpe,calmar,turnover,trade_count,average_holding_days,worst_year,target_change_count,annualized_target_change_count
15,ERC_60,0.11637534881981182,-0.18351196310081652,1.0911208979334317,0.6341567429905283,11.79026465782429,575.0,2091.417391304348,-0.08073262569650308,161.0,12.001071428571429
30,ERC_60,0.11367282165255777,-0.18394107476171606,1.0683405691223142,0.6179849813306444,11.79026465782429,574.0,2088.257839721254,-0.08247434202328963,161.0,12.001071428571429
50,ERC_60,0.1100869845154786,-0.18451152588265418,1.0378766507019956,0.596640150195776,11.79026465782429,573.0,2090.1483420593368,-0.08478953167986558,161.0,12.001071428571429
