cagr,max_drawdown,sharpe,calmar,turnover,trade_count,average_holding_days,schedule_sha256
0.08301359679153775,-0.12503389620032823,1.0475593270370174,0.6639287370405068,23.58287386254524,503.0,459.8111332007952,2eb56e58b3d051d8ec8de00e1b19733102911d743b0807b2fa162afd8a5ee542
