series,cagr,max_drawdown,sharpe,calmar,turnover,trade_count,average_holding_days,worst_year,target_change_count,annualized_target_change_count
S4A_INVERSE_VOL_V1,0.1087901573360528,-0.22477552780927945,0.981267026201117,0.4839946696882435,10.062852521303508,583.0,2113.727272727273,-0.10781733995060716,171.0,12.001873558800922
ELIGIBLE_EQUAL_WEIGHT_MULTI_ASSET,0.09957659867862545,-0.22330089615276838,0.8186111648330313,0.4459301346041237,2.378968253968254,568.0,2081.1073943661972,-0.12623030970845783,171.0,12.001873558800922
