median_maximum_weight,p95_maximum_weight,maximum_observed_weight,months_any_asset_gt_50pct,median_effective_number_assets,p05_effective_number_assets
0.26937437826143806,0.5183933251586632,0.6634975007699047,9,6.231935489612608,3.240704896855434
