total_return,cagr,max_drawdown,sharpe,transaction_cost,native_order_count,native_failed_order_events,cash_failure_events,cash_rejection_events,cash_residual_cancellation_events,volume_limited_events,trade_count,ending_cash,minimum_cash,average_cash_ratio,turnover,all_frozen_dates_processed,extra_replayed_dates,average_execution_date_total_absolute_weight_deviation,maximum_execution_date_total_absolute_weight_deviation,materially_off_target_execution_dates,rqalpha_version,frozen_target_count,frozen_target_sha256,vectorbt_cagr,vectorbt_max_drawdown,vectorbt_sharpe,vectorbt_calmar,vectorbt_turnover
3.3828962868029,0.12092903323249748,-0.18351150502169639,0.7758090973861376,44411.4725971,1184.0,112.0,0.0,0.0,0.0,3.0,1181.0,550.6038029001065,0.1461,0.001398864495495787,11.243596468409352,True,0,0.0032458575758096465,0.15952143598608065,3,6.3.0,161,f7bf398d7f8a016933cbe287bfa1cac98b3cccf175d40ef99092b95db1227e47,0.11637515674509435,-0.18351236292732442,1.091119082443939,0.6341543146669736,11.790377273598702
