series,cagr,max_drawdown,sharpe,calmar,turnover,trade_count,average_holding_days,worst_year,target_change_count,annualized_target_change_count
S4C_CANONICAL_ERC_SKFOLIO_TRANSFER_V1,0.1091023451322235,-0.18351196288598648,1.057642332196002,0.5945244299959198,11.790264657824292,575.0,2091.417391304348,-0.08073262482462029,171.0,12.001873558800922
SAME_ELIGIBLE_EQUAL_WEIGHT,0.09957659867862545,-0.22330089615276838,0.8186111648330313,0.4459301346041237,2.378968253968254,568.0,2081.1073943661972,-0.12623030970845783,171.0,12.001873558800922
SAME_ELIGIBLE_INVERSE_VOL,0.10888311485822189,-0.22477552780927934,0.9818900859544601,0.48440822681821727,10.065893867083886,584.0,2118.7654109589043,-0.10753684099677563,171.0,12.001873558800922
