execution_date,510300.SS,510500.SS,513500.SS,513100.SS,159920.SZ,513520.SS,513030.SS,518880.SS,159980.SZ,511010.SS,511260.SS,511880.SS
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-03-03,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2014-04-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2014-05-05,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2014-06-03,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2014-07-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2014-08-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2014-09-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2014-10-08,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2014-11-03,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2014-12-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2015-01-05,0.19542618591260935,0.0,0.19542618591260935,0.0,0.0,0.0,0.0,0.19542618591260935,0.0,0.41372144226217195,0.0,0.0
2015-02-02,0.2054414344679414,0.0,0.2054414344679414,0.0,0.0,0.0,0.0,0.2054414344679414,0.0,0.38367569659617584,0.0,0.0
2015-03-02,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2015-04-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2015-05-04,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2015-06-01,0.23348165138955945,0.0,0.23348165138955945,0.0,0.0,0.0,0.0,0.23348165138955945,0.0,0.29955504583132164,0.0,0.0
2015-07-01,0.17693380230984287,0.0,0.17693380230984287,0.0,0.0,0.0,0.0,0.17693380230984287,0.0,0.4691985930704714,0.0,0.0
2015-08-03,0.0982539231232238,0.0,0.0982539231232238,0.0,0.0,0.0,0.0,0.0982539231232238,0.0,0.7052382306303286,0.0,0.0
2015-09-01,0.11011348790739257,0.0,0.11011348790739257,0.0,0.0,0.0,0.0,0.11011348790739257,0.0,0.6696595362778224,0.0,0.0
2015-10-08,0.20679679265973752,0.0,0.20679679265973752,0.0,0.0,0.0,0.0,0.20679679265973752,0.0,0.3796096220207874,0.0,0.0
2015-11-02,0.19652361077010874,0.0,0.19652361077010874,0.0,0.0,0.0,0.0,0.19652361077010874,0.0,0.41042916768967375,0.0,0.0
2015-12-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2016-01-04,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2016-02-01,0.20180044478296422,0.0,0.20180044478296422,0.0,0.0,0.0,0.0,0.20180044478296422,0.0,0.39459866565110735,0.0,0.0
2016-03-01,0.2182490643802755,0.0,0.2182490643802755,0.0,0.0,0.0,0.0,0.2182490643802755,0.0,0.3452528068591735,0.0,0.0
2016-04-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2016-05-03,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2016-06-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2016-07-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2016-08-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2016-09-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2016-10-10,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2016-11-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2016-12-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2017-01-03,0.1749768371438513,0.0,0.1749768371438513,0.0,0.0,0.0,0.0,0.1749768371438513,0.0,0.4750694885684461,0.0,0.0
2017-02-03,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2017-03-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2017-04-05,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2017-05-02,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2017-06-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2017-07-03,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2017-08-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2017-09-01,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
