date,observation_type,total_absolute_weight_deviation,maximum_asset_weight_deviation,cash_residual,materially_off_target,intended_positions,actual_positions
2013-04-01,execution,0.016127517326921546,0.008063758663460763,0.008019564713341289,False,510300.SS:0.1111;511010.SS:0.8889,510300.SS:0.1112;511010.SS:0.8808
2013-04-26,monthly_review,0.016008235640577684,0.006136358182686541,0.008004117820288826,False,510300.SS:0.1111;511010.SS:0.8889,510300.SS:0.1092;511010.SS:0.8828
2013-05-02,execution,0.012136708025942003,0.006068354012971011,0.006036488759475123,False,510300.SS:0.1111;511010.SS:0.8889,510300.SS:0.1111;511010.SS:0.8828
2013-05-31,monthly_review,0.024704405576166093,0.012352202788083022,0.005993163684531589,False,510300.SS:0.1111;511010.SS:0.8889,510300.SS:0.1175;511010.SS:0.8765
2013-06-03,execution,0.007667046325358331,0.0050544366726907874,0.0025036532080892453,False,510300.SS:0.1111;511010.SS:0.8889,510300.SS:0.1112;511010.SS:0.8838
2013-06-28,monthly_review,0.029125365826265872,0.014562682913132896,0.0050291645325735955,False,510300.SS:0.1111;511010.SS:0.8889,510300.SS:0.0965;511010.SS:0.8984
2013-07-01,execution,0.0014629510184409572,0.0007314755092204805,0.0007314755092204768,False,511010.SS:1.0000,511010.SS:0.9993
2013-07-31,monthly_review,0.0014744098207996935,0.0007372049103998579,0.0007372049103998356,False,511010.SS:1.0000,511010.SS:0.9993
2013-08-01,execution,0.0014729436205001413,0.00073647181025005,0.0007364718102500911,False,511010.SS:1.0000,511010.SS:0.9993
2013-08-30,monthly_review,0.0014931007307419845,0.0007465503653709682,0.0007465503653710162,False,511010.SS:1.0000,511010.SS:0.9993
2013-09-02,execution,0.0014932983971316068,0.0007466491985658186,0.0007466491985657883,False,511010.SS:1.0000,511010.SS:0.9993
2013-09-30,monthly_review,0.0014930855278026066,0.0007465427639012923,0.0007465427639013145,False,511010.SS:1.0000,511010.SS:0.9993
2013-10-08,execution,0.0002653722841315215,7.038794472574716e-05,0.00010375733069324438,False,510300.SS:0.0857;159920.SZ:0.1365;511010.SS:0.7778,510300.SS:0.0857;159920.SZ:0.1365;511010.SS:0.7777
2013-10-31,monthly_review,0.00382502032346451,0.001912510161732231,0.00010436869300976062,False,510300.SS:0.0857;159920.SZ:0.1365;511010.SS:0.7778,510300.SS:0.0838;159920.SZ:0.1374;511010.SS:0.7787
2013-11-01,execution,0.018725307420002932,0.009362653710001445,0.00934567478532934,False,159920.SZ:0.1111;511010.SS:0.8889,159920.SZ:0.1111;511010.SS:0.8795
2013-11-29,monthly_review,0.025485861775714182,0.012742930887857051,0.009425385418971224,False,159920.SZ:0.1111;511010.SS:0.8889,159920.SZ:0.1144;511010.SS:0.8761
2013-12-02,execution,0.006417182775855185,0.0032013170649265454,0.0030741727423838133,False,510300.SS:0.0934;159920.SZ:0.1289;511010.SS:0.7778,510300.SS:0.0935;159920.SZ:0.1288;511010.SS:0.7746
2013-12-31,monthly_review,0.013876440748754028,0.004004665858286419,0.003090934728950313,False,510300.SS:0.0934;159920.SZ:0.1289;511010.SS:0.7778,510300.SS:0.0904;159920.SZ:0.1248;511010.SS:0.7816
2014-01-02,execution,0.01047507141137194,0.0052375357056859695,0.005211487547573392,False,159920.SZ:0.1111;511010.SS:0.8889,159920.SZ:0.1111;511010.SS:0.8837
2014-01-30,monthly_review,0.011881704974044801,0.005940852487022377,0.005198398878933535,False,159920.SZ:0.1111;511010.SS:0.8889,159920.SZ:0.1052;511010.SS:0.8896
2014-02-07,execution,0.005309092882156299,0.00265454644107814,3.745434774566329e-05,False,510500.SS:0.1111;511010.SS:0.8889,510500.SS:0.1085;511010.SS:0.8915
2014-02-28,monthly_review,0.0065123447049096166,0.003256172352454789,3.714591604890248e-05,False,510500.SS:0.1111;511010.SS:0.8889,510500.SS:0.1079;511010.SS:0.8921
2014-03-03,execution,0.00013739392322895542,6.869696161448946e-05,4.161105040871676e-06,False,510500.SS:0.0814;159920.SZ:0.1408;511010.SS:0.7778,510500.SS:0.0814;159920.SZ:0.1407;511010.SS:0.7778
2014-03-31,monthly_review,0.008102148136757862,0.004046878704600743,4.195363778175851e-06,False,510500.SS:0.0814;159920.SZ:0.1408;511010.SS:0.7778,510500.SS:0.0777;159920.SZ:0.1405;511010.SS:0.7818
2014-04-01,execution,0.0012124135065746417,0.0006062067532873472,2.4557067997091338e-05,False,510500.SS:0.0797;513100.SS:0.1257;159920.SZ:0.1280;511010.SS:0.6667,510500.SS:0.0797;513100.SS:0.1251;159920.SZ:0.1280;511010.SS:0.6672
2014-04-30,monthly_review,0.013054288073266671,0.006502646517737243,2.4497518896066332e-05,False,510500.SS:0.0797;513100.SS:0.1257;159920.SZ:0.1280;511010.SS:0.6667,510500.SS:0.0767;513100.SS:0.1224;159920.SZ:0.1277;511010.SS:0.6732
2014-05-05,execution,0.0004320638288577146,0.00021603191442887137,0.00010075758629200753,False,513100.SS:0.0946;159920.SZ:0.1276;511010.SS:0.7778,513100.SS:0.0947;159920.SZ:0.1277;511010.SS:0.7776
2014-05-30,monthly_review,0.01480282898778789,0.007401414493893976,9.875549935593061e-05,False,513100.SS:0.0946;159920.SZ:0.1276;511010.SS:0.7778,513100.SS:0.0979;159920.SZ:0.1316;511010.SS:0.7704
2014-06-03,execution,0.016339100420971364,0.008068926543828292,0.008169550210485722,False,513100.SS:0.0913;159920.SZ:0.1309;511010.SS:0.7778,513100.SS:0.0912;159920.SZ:0.1309;511010.SS:0.7697
2014-06-30,monthly_review,0.02122047977188858,0.009486866863391064,0.008162990808461652,False,513100.SS:0.0913;159920.SZ:0.1309;511010.SS:0.7778,513100.SS:0.0937;159920.SZ:0.1298;511010.SS:0.7683
2014-07-01,execution,0.005738845181408325,0.0028440869297940985,0.0027409030662634976,False,510500.SS:0.0831;513100.SS:0.0950;159920.SZ:0.1412;518880.SS:0.1252;511010.SS:0.5556,510500.SS:0.0830;513100.SS:0.0951;159920.SZ:0.1412;518880.SS:0.1253;511010.SS:0.5527
2014-07-31,monthly_review,0.034162293901948096,0.012665805064370317,0.0027052098985617386,False,510500.SS:0.0831;513100.SS:0.0950;159920.SZ:0.1412;518880.SS:0.1252;511010.SS:0.5556,510500.SS:0.0884;513100.SS:0.0964;159920.SZ:0.1488;518880.SS:0.1208;511010.SS:0.5429
2014-08-01,execution,0.0024984453034960176,0.001229436688863328,0.00017689192656350058,False,510300.SS:0.0956;510500.SS:0.0841;513100.SS:0.1252;159920.SZ:0.1275;518880.SS:0.1233;511010.SS:0.4444,510300.SS:0.0956;510500.SS:0.0841;513100.SS:0.1252;159920.SZ:0.1274;518880.SS:0.1220;511010.SS:0.4454
2014-08-29,monthly_review,0.014107740969778295,0.0034495187972312935,0.00017510771301793205,False,510300.SS:0.0956;510500.SS:0.0841;513100.SS:0.1252;159920.SZ:0.1275;518880.SS:0.1233;511010.SS:0.4444,510300.SS:0.0952;510500.SS:0.0875;513100.SS:0.1286;159920.SZ:0.1262;518880.SS:0.1205;511010.SS:0.4418
