total_return,cagr,max_drawdown,sharpe,transaction_cost,native_order_count,native_failed_order_events,cash_failure_events,cash_rejection_events,cash_residual_cancellation_events,volume_limited_events,trade_count,ending_cash,minimum_cash,average_cash_ratio,turnover,frozen_target_count,frozen_target_sha256,all_frozen_dates_processed,extra_replayed_dates,average_execution_date_total_absolute_weight_deviation,maximum_execution_date_total_absolute_weight_deviation,materially_off_target_execution_dates,vectorbt_cagr,vectorbt_max_drawdown,vectorbt_sharpe,vectorbt_calmar,vectorbt_turnover
1.909466583755913,0.08600312779963315,-0.12476067871747254,0.622317543812178,77220.544931087,996.0,40.0,36.0,0.0,36.0,3.0,995.0,6329.683755913051,1.0452,0.0029783625744419576,23.598165873891354,161.0,2eb56e58b3d051d8ec8de00e1b19733102911d743b0807b2fa162afd8a5ee542,True,0,0.007285383248474263,0.09519759185979354,3,0.08301359679153775,-0.12503389620032823,1.0475593270370174,0.6639287370405068,23.58287386254524
