series,cagr,max_drawdown,sharpe,calmar,turnover,trade_count,average_holding_days,worst_year,target_change_count,annualized_target_change_count
S30_REFERENCE_V1,0.09924939985733339,-0.15038114071302056,1.1138964035445735,0.6599856829569853,1.0,27.0,2729.0,-0.054688869092639036,13.0,1.0297657774886142
