signal_date,positive_asset_count,risk_budget,fallback_weight
2012-05-31,0,0.0,1.0
2012-06-29,0,0.0,1.0
2012-07-31,0,0.0,1.0
2012-08-31,0,0.0,1.0
2012-09-28,0,0.0,1.0
2012-10-31,0,0.0,1.0
2012-11-30,0,0.0,1.0
2012-12-31,0,0.0,1.0
2013-01-31,0,0.0,1.0
2013-02-28,0,0.0,1.0
2013-03-29,1,0.1111111111111111,0.8888888888888888
2013-04-26,1,0.1111111111111111,0.8888888888888888
2013-05-31,1,0.1111111111111111,0.8888888888888888
2013-06-28,0,0.0,1.0
2013-07-31,0,0.0,1.0
2013-08-30,0,0.0,1.0
2013-09-30,2,0.2222222222222222,0.7777777777777778
2013-10-31,1,0.1111111111111111,0.8888888888888888
2013-11-29,2,0.2222222222222222,0.7777777777777778
2013-12-31,1,0.1111111111111111,0.8888888888888888
2014-01-30,1,0.1111111111111111,0.8888888888888888
2014-02-28,2,0.2222222222222222,0.7777777777777778
2014-03-31,3,0.3333333333333333,0.6666666666666667
2014-04-30,2,0.2222222222222222,0.7777777777777778
2014-05-30,2,0.2222222222222222,0.7777777777777778
2014-06-30,4,0.4444444444444444,0.5555555555555556
2014-07-31,5,0.5555555555555556,0.4444444444444444
2014-08-29,5,0.5555555555555556,0.4444444444444444
2014-09-30,4,0.4444444444444444,0.5555555555555556
2014-10-31,4,0.4444444444444444,0.5555555555555556
2014-11-28,5,0.5555555555555556,0.4444444444444444
2014-12-31,5,0.5555555555555556,0.4444444444444444
2015-01-30,6,0.6666666666666666,0.33333333333333337
2015-02-27,5,0.5555555555555556,0.4444444444444444
2015-03-31,5,0.5555555555555556,0.4444444444444444
2015-04-30,5,0.5555555555555556,0.4444444444444444
2015-05-29,5,0.5555555555555556,0.4444444444444444
2015-06-30,5,0.5555555555555556,0.4444444444444444
2015-07-31,4,0.4444444444444444,0.5555555555555556
2015-08-31,2,0.2222222222222222,0.7777777777777778
2015-09-30,0,0.0,1.0
2015-10-30,2,0.2222222222222222,0.7777777777777778
2015-11-30,2,0.2222222222222222,0.7777777777777778
2015-12-31,2,0.2222222222222222,0.7777777777777778
2016-01-29,1,0.1111111111111111,0.8888888888888888
2016-02-29,2,0.2222222222222222,0.7777777777777778
2016-03-31,3,0.3333333333333333,0.6666666666666667
2016-04-29,3,0.3333333333333333,0.6666666666666667
2016-05-31,5,0.5555555555555556,0.4444444444444444
2016-06-30,4,0.4444444444444444,0.5555555555555556
2016-07-29,5,0.5555555555555556,0.4444444444444444
2016-08-31,7,0.7777777777777778,0.2222222222222222
2016-09-30,7,0.7777777777777778,0.2222222222222222
2016-10-31,7,0.7777777777777778,0.2222222222222222
